Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
2770,28026,28026,47313,43827,0.88,24746,50344,47830,0.08,2159,-3550,-2632,28026,49381,45711,28026,2057,848,0.07,1880,51557,29072,0.06,1808,35684,14622,0.77,21587,11465,9070,35330,53115,19903
2773,3874,3874,72938,54402,0.78,3038,73564,61358,0.2,777,-1303,-731,3874,76035,57067,3874,3027,902,0.09,334,126338,28526,0.08,326,86910,11837,0.76,2939,24988,16841,4341,208287,103175
2774,7950,7950,63526,52206,0.82,6521,67096,59500,0.17,1339,-1855,-1190,7950,66053,54448,7950,2500,854,0.08,642,110719,25598,0.08,616,85966,11894,0.77,6135,19594,14430,9089,161530,81995
2775,883,883,56625,41676,0.74,652,56129,48066,0.15,133,16835,1863,883,59264,44713,883,2412,605,0.14,122,111547,39152,0.13,118,94232,20680,0.76,667,16702,9444,1024,125341,50636
2776,2526,2526,61662,51530,0.83,2092,63909,56937,0.17,419,-353,-798,2526,64219,53626,2526,2532,921,0.1,248,67889,30370,0.09,229,45325,11473,0.78,1977,18071,13369,2870,155221,77697
2777,10801,10801,60591,49325,0.8,8693,64169,56084,0.16,1765,-633,-816,10801,63041,51405,10801,2421,776,0.09,944,74816,26694,0.08,900,52155,12592,0.77,8274,18072,13502,12075,157173,80679
2778,1536,1536,58215,47618,0.79,1221,61225,53779,0.14,213,707,45,1536,60538,49736,1536,2316,711,0.12,177,59544,23658,0.11,170,35877,9926,0.75,1153,17273,13115,1756,153512,76176
2779,2860,2860,55096,46557,0.82,2349,58808,51785,0.11,320,307,-267,2860,57148,48271,2860,2006,768,0.11,305,62259,23266,0.1,295,44574,11141,0.76,2175,15405,11832,3280,124112,65334
2780,7719,7719,50825,37926,0.71,5504,51602,42959,0.14,1065,3922,1374,7719,52849,39530,7719,1998,443,0.15,1195,69454,25926,0.15,1142,47767,11234,0.7,5385,15263,9142,9054,136459,47630
2782,3504,3504,57727,42948,0.69,2413,60328,51900,0.16,565,3486,1652,3504,60278,44893,3504,2500,650,0.13,451,70964,28497,0.12,433,45616,12617,0.71,2480,18693,12256,4002,185522,80658
2783,1587,1587,53402,44734,0.8,1272,56145,48816,0.12,190,686,150,1587,55605,46661,1587,2159,723,0.13,202,77804,22573,0.12,189,56164,11590,0.76,1214,14510,10540,1805,124361,58768
2784,744,744,52921,43729,0.78,579,58165,49980,0.14,103,535,-105,744,55060,45286,744,2099,538,0.15,108,41456,25766,0.15,115,26263,14567,0.72,539,15727,11159,854,126478,61976
2785,2679,2679,51483,38477,0.67,1793,56466,47023,0.17,449,3821,1435,2679,53642,40357,2679,2070,511,0.17,463,74773,24300,0.17,455,54074,9735,0.69,1854,15868,9416,3076,172706,70344
2786,693,693,49278,39428,0.7,482,54163,46276,0.14,100,5638,1326,693,51633,41096,693,2314,497,0.15,105,57994,24621,0.14,99,43745,11054,0.7,483,14325,9376,802,147619,50062
2787,2427,2427,50338,44147,0.74,1799,56433,52300,0.12,300,2291,468,2427,52683,46844,2427,2076,642,0.1,254,98880,33695,0.1,251,85404,26547,0.74,1784,14259,10880,2694,128739,53937
2790,7493,7493,55762,43803,0.78,5879,61487,50906,0.12,911,977,144,7493,57770,45547,7493,1910,671,0.08,627,90343,29269,0.08,610,72514,18044,0.74,5579,16498,10866,8824,138124,55637
2791,160,160,49358,43362,0.71,113,47325,42971,0.22,35,9308,1752,160,52800,46446,160,3061,774,0.1,16,153283,114306,0.11,17,116305,77841,0.72,115,13951,10058,181,166542,66143
2792,211,211,48182,33974,0.66,140,47749,40036,0.2,43,4136,-77,211,53349,37831,211,3023,462,0.11,24,73922,34044,0.11,24,65445,27238,0.63,133,17029,9984,236,200651,49086
2793,484,484,48368,33289,0.67,326,45858,39424,0.11,54,2025,1524,484,50627,35238,484,1752,304,0.09,45,87444,32388,0.1,46,74126,29834,0.63,305,18487,7445,514,120093,41374
2794,5511,5511,45286,38839,0.72,3968,46506,42816,0.12,655,3429,1267,5511,47837,41019,5511,2209,488,0.09,516,105413,39153,0.09,514,92411,24968,0.71,3914,12084,7864,6122,113197,43175
2795,23409,23409,55398,45873,0.81,18943,56901,50688,0.14,3242,980,-30,23409,57838,47984,23409,2282,760,0.08,1886,111658,37798,0.08,1863,89098,23900,0.76,17851,15823,10972,26133,134988,57505
2797,237,237,45128,39685,0.71,169,53302,49459,0.11,26,88,350,237,47542,41910,237,1893,656,0.18,42,90586,57450,0.16,39,79034,55875,0.72,170,12084,9786,259,102263,59383
2798,1278,1278,65116,47018,0.75,957,65550,53982,0.2,257,477,-151,1278,68452,49950,1278,3020,890,0.15,190,119961,38028,0.15,194,95159,30436,0.75,956,22244,13073,1347,164322,84964
2799,2255,2255,50645,44012,0.79,1790,55648,49710,0.12,272,-2210,-406,2255,53099,46025,2255,2320,893,0.09,196,81829,33017,0.08,190,73447,31365,0.76,1717,13441,9582,2536,108107,50525
2800,25735,25735,59782,46850,0.82,21022,58995,51280,0.14,3560,1235,-200,25735,62611,49388,25735,2702,1001,0.09,2212,100257,35234,0.08,2165,71221,20791,0.77,19874,17851,11055,28826,135811,57944
2803,171,171,43990,38947,0.68,116,43157,40766,0.07,12,11724,2170,171,48458,41871,171,3246,339,0.09,15,88521,56126,0.09,16,81974,40908,0.69,118,11843,8860,182,125183,44184
2804,1400,1400,44191,37688,0.71,997,46753,41718,0.13,178,963,287,1400,47045,40667,1400,2226,423,0.13,179,133911,46000,0.13,177,117589,33523,0.69,968,12076,8329,1560,112120,48126
2805,227,227,42488,36724,0.71,161,45566,43385,0.15,35,1215,1492,227,45148,38437,227,1909,412,0.14,31,122236,80148,0.15,33,86204,48516,0.66,150,12726,8592,269,81812,43082
2806,480,480,47758,42349,0.69,332,49976,46320,0.14,67,1237,1014,480,50388,45284,480,2259,562,0.12,59,144928,76889,0.11,55,131985,61433,0.74,354,12678,9014,521,109591,46479
2807,185,185,42450,37806,0.65,121,40722,37163,0.1,19,1601,-869,185,45383,38904,185,2326,363,0.1,19,127828,15440,0.09,17,116526,35676,0.71,131,10502,7772,207,79600,30975
2808,73,73,39823,33492,0.79,58,42910,34499,0.15,11,1521,771,73,41661,35425,73,1838,335,0.22,16,47622,21198,0.22,16,43861,25800,0.66,48,10814,6764,91,87845,36649
2809,118,118,49074,37171,0.59,70,44473,37952,0.06,7,17391,19492,118,52542,40100,118,3427,334,0.16,19,167358,59576,0.17,20,153769,32395,0.69,82,15445,11239,127,151271,45831
2810,1629,1629,47750,39332,0.62,1006,44977,42032,0.13,213,3078,1107,1629,51198,42444,1629,2763,451,0.1,163,105697,51996,0.1,158,85586,35430,0.71,1155,13347,8509,1753,140970,53208
2820,3140,3140,44706,38942,0.73,2305,49852,45958,0.12,384,735,-77,3140,47310,40905,3140,2162,676,0.1,304,136774,41722,0.09,298,124718,30708,0.7,2210,12007,8755,3519,100047,36924
2821,2566,2566,47683,41021,0.74,1904,50749,46052,0.12,314,1934,856,2566,50256,43513,2566,2237,469,0.08,216,93892,39424,0.08,211,86275,31089,0.72,1858,13230,9192,2776,117099,47610
2823,777,777,49652,40823,0.7,542,49151,45429,0.16,128,3211,2246,777,53745,43747,777,2677,454,0.09,72,167050,37878,0.1,74,159708,29898,0.72,562,15014,10058,837,119862,42188
2824,1217,1217,51005,42209,0.72,881,49616,45667,0.14,167,1009,319,1217,54687,45932,1217,3232,730,0.1,117,109178,55921,0.1,119,89601,40668,0.74,902,15219,10069,1416,131759,40217
2825,1378,1378,52386,43651,0.75,1036,56009,49466,0.14,188,1159,224,1378,55985,47778,1378,3203,912,0.09,130,134261,46781,0.09,119,125864,38839,0.76,1041,15310,10890,1502,106543,40397
2827,1821,1821,42814,38259,0.71,1290,47337,43652,0.12,226,2788,588,1821,45672,40434,1821,2033,420,0.09,168,132250,54362,0.09,172,113619,38559,0.69,1252,12190,8206,1992,95539,40872
2828,361,361,42106,37451,0.57,207,39214,38641,0.15,55,2842,904,361,47209,40787,361,4102,300,0.16,57,123351,58565,0.16,57,114643,62084,0.7,253,14063,7827,396,143278,33967
2829,1480,1480,45218,40526,0.72,1063,47812,43717,0.14,201,617,460,1480,48339,42733,1480,2704,498,0.1,150,151781,49882,0.1,149,139485,39181,0.72,1070,13806,8824,1715,121850,34632
2830,24094,24094,54002,46486,0.82,19806,54726,49390,0.13,3082,1229,-150,24094,56424,48286,24094,2271,661,0.08,1921,107293,38943,0.08,1884,85086,26674,0.78,18828,14773,10231,26763,120822,46414
2831,1346,1346,43579,38524,0.65,879,51993,47097,0.14,185,1104,986,1346,46430,41054,1346,2516,300,0.14,186,130046,49690,0.14,183,120971,44053,0.68,914,13084,9212,1493,96168,39779
2832,1173,1173,40825,39725,0.77,898,48547,43565,0.16,183,-421,-851,1173,47651,42952,1173,2285,455,0.08,99,214272,50000,0.08,96,201355,35272,0.7,818,12416,8532,1450,77439,21769
2833,249,249,41841,38266,0.7,175,49673,46484,0.12,29,-1856,462,249,45875,42866,249,2757,673,0.1,24,123214,57862,0.1,24,118425,64202,0.67,168,12403,8729,312,76693,22903
2834,907,907,39342,32140,0.73,661,43719,36793,0.14,128,4526,1266,907,41194,33094,907,1484,300,0.11,97,88339,28945,0.11,101,67983,16982,0.64,577,10997,6956,1154,55065,20443
2835,2229,2229,67304,54465,0.82,1827,73959,65169,0.17,368,-2636,-874,2229,69628,57143,2229,2147,697,0.08,174,93123,32131,0.08,170,77719,23811,0.78,1744,21132,16475,2657,110407,55695
2836,315,315,50120,40721,0.72,227,46893,40971,0.06,18,-1158,-463,315,52345,41647,315,2104,363,0.16,49,87917,40678,0.15,46,80154,20703,0.75,235,13893,8615,442,69559,20661
2839,504,504,44686,42505,0.79,397,49229,44881,0.12,62,-547,250,504,47410,44285,504,1909,383,0.1,52,120348,45958,0.1,48,119690,62284,0.73,367,12431,9353,699,62439,20576
2840,1328,1328,50848,45742,0.79,1044,52632,50394,0.16,212,843,18,1328,54631,47496,1328,2541,518,0.11,151,124649,40000,0.11,144,106069,27952,0.75,995,14263,11077,1657,77527,30716
2842,271,271,35391,31503,0.56,153,48267,43668,0.13,36,1745,-376,271,37109,32649,271,1224,100,0.14,39,114348,41473,0.14,37,113168,43709,0.61,166,10427,7463,309,75630,30005
2843,696,696,44216,31774,0.67,463,45316,38367,0.15,106,205,-192,696,47738,33810,696,2966,478,0.14,100,102273,27944,0.14,94,98471,31476,0.63,438,15044,7119,712,143215,47202
2844,679,679,47061,38435,0.66,447,46925,42047,0.13,88,1059,82,679,50810,42199,679,2574,480,0.13,86,119473,36716,0.13,87,107346,37923,0.68,465,14517,8963,669,103134,44003
2845,1043,1043,56518,46919,0.84,873,62072,52307,0.08,84,-2293,-1209,1043,58520,48842,1043,1978,850,0.07,73,149487,39899,0.07,69,138006,35486,0.77,801,16119,11588,1209,122314,57014
2846,139,139,41360,30801,0.65,91,51433,42640,0.16,22,5818,2203,139,43297,31999,139,1816,257,0.17,24,42334,19784,0.17,23,32592,18918,0.64,89,12211,7417,162,127439,58233
2847,1105,1105,52135,41015,0.82,908,58677,47992,0.09,95,-2102,-35,1105,54155,42413,1105,1924,775,0.08,86,61792,29180,0.08,86,51747,21369,0.73,803,15022,9984,1338,130421,55239
2848,553,553,41429,30616,0.71,393,49625,40744,0.09,48,3903,1218,553,43111,32844,553,1604,375,0.1,55,79899,27309,0.1,56,67540,18389,0.61,336,12880,7493,687,108904,40378
2849,790,790,48705,36812,0.67,526,60588,47398,0.15,120,336,-500,790,52085,39651,790,2064,490,0.18,141,100022,29409,0.18,139,88942,32315,0.65,511,16866,9972,846,137389,60842
2850,10025,10025,58085,43204,0.78,7851,62674,48996,0.16,1587,161,-730,10025,60905,45540,10025,2543,805,0.11,1074,95211,34243,0.11,1086,78737,25308,0.74,7407,18185,10878,11033,127647,55308
2852,1812,1812,52892,39725,0.76,1381,61632,48142,0.13,238,424,-701,1812,55356,41943,1812,2258,626,0.11,193,96227,38633,0.11,193,89098,34650,0.7,1263,17263,9502,2027,106509,51318
2864,468,468,48224,41730,0.72,339,54326,50024,0.15,72,558,34,468,50924,44991,468,2433,675,0.1,49,103178,53557,0.1,49,90897,60574,0.7,328,14477,10114,504,119037,68136
2865,478,478,49024,43304,0.72,343,55345,53098,0.14,68,1946,777,478,51653,46876,478,2477,644,0.09,44,124541,54452,0.09,44,107204,46234,0.72,345,13953,11095,514,115556,61355
2866,1698,1698,54342,41862,0.72,1221,53087,46992,0.16,275,1202,-108,1698,57711,44210,1698,2972,640,0.1,178,105150,32756,0.11,181,85158,27957,0.72,1229,17390,9403,1739,129966,57721
2867,308,308,42951,36620,0.66,202,43973,42298,0.12,36,1387,1884,308,46887,39992,308,3790,648,0.14,43,92956,38647,0.13,41,83505,27480,0.68,210,11493,8348,341,121193,54377
2868,356,356,38533,32112,0.65,232,41798,38023,0.14,51,2263,1255,356,41544,34394,356,2828,371,0.11,39,84450,36816,0.11,38,78612,31500,0.64,229,11244,6361,376,109806,43814
2869,714,714,39147,34060,0.64,455,45151,38825,0.11,80,3846,2228,714,42406,36444,714,2824,300,0.11,76,90468,59882,0.1,74,84017,44292,0.63,448,12347,8752,784,94741,31027
2870,6334,6334,51310,42446,0.79,5014,54826,47790,0.13,818,601,-456,6334,53830,44636,6334,2343,841,0.08,492,98357,37956,0.08,491,76609,24440,0.74,4688,14272,9729,7047,118850,51291
2871,4851,4851,49784,41556,0.74,3596,50477,45374,0.13,623,2294,797,4851,53060,44286,4851,2507,676,0.1,489,138974,42590,0.1,474,119249,28981,0.74,3609,13901,8939,5379,119050,45647
2873,366,366,36018,31237,0.55,200,43743,37886,0.09,34,4926,2640,366,41190,36624,366,3593,213,0.16,60,154222,85032,0.15,54,153816,92545,0.63,231,11588,8182,353,115883,47182
2874,249,249,40035,37955,0.6,150,41417,38077,0.11,27,4606,2350,249,44790,41587,249,3385,410,0.16,39,125484,82088,0.14,34,127637,67570,0.69,171,9736,7014,254,115598,47614
2875,469,469,37896,33151,0.59,276,44684,36632,0.12,57,3897,1729,469,41544,36331,469,3225,513,0.15,72,92162,33057,0.13,59,100804,41564,0.69,324,9952,6091,504,111829,36619
2876,233,233,31066,30667,0.57,132,43724,34109,0.06,13,7893,4059,233,32845,31744,233,1328,50,0.13,30,170048,66977,0.13,30,166433,56587,0.59,137,10188,5835,256,95594,24170
2877,1937,1937,45272,38599,0.71,1371,48679,43241,0.09,173,2139,762,1937,48284,40485,1937,1849,440,0.09,174,122231,53369,0.08,158,108186,42755,0.72,1385,12325,8493,2186,101159,32814
2878,177,177,63826,43872,0.56,99,47322,33763,0.18,31,8256,808,177,67943,45674,177,3638,408,0.12,22,226549,73904,0.11,20,198175,63411,0.81,143,19463,8974,181,125628,31207
2879,217,217,55001,46907,0.76,165,54708,51136,0.11,24,-172,467,217,57391,50212,217,2232,553,0.11,24,103905,42937,0.11,24,77242,20852,0.8,174,14113,10395,336,76882,21114
2880,8815,8815,55695,45817,0.84,7430,57493,49526,0.13,1111,-831,-337,8815,57767,47677,8815,2041,841,0.07,613,103493,28455,0.07,595,83229,16884,0.79,6932,14902,10458,10859,118299,47926
2898,299,299,57562,42528,0.81,243,45523,39076,0.17,50,11631,3781,299,58768,43690,299,1158,370,0.15,44,134244,22638,0.14,41,115352,9721,0.78,234,15022,7710,313,142539,45137
2900,2034,2034,66211,58778,0.83,1693,68602,63478,0.14,278,-7757,-5072,2034,68216,61176,2034,1968,606,0.05,96,51724,19556,0.05,98,34509,7765,0.84,1715,17834,14387,2093,181290,45248
2902,9704,9704,64601,55692,0.77,7433,68814,62346,0.16,1512,-4903,-2399,9704,66714,57946,9704,2091,626,0.07,632,66532,22890,0.06,614,44879,9174,0.8,7764,18402,13841,10794,194042,90664
2903,6109,6109,65123,56840,0.78,4746,68936,63591,0.17,1038,-4277,-3187,6109,67403,59289,6109,2258,659,0.06,385,76462,25195,0.06,369,57521,13543,0.81,4953,18280,14211,6724,195777,92025
2904,8758,8758,70224,59876,0.77,6724,72262,66700,0.18,1588,-5111,-3441,8758,72662,62394,8758,2422,692,0.06,503,69254,28905,0.06,489,41038,11380,0.82,7185,20334,15171,9199,218430,107150
2905,18773,18773,64311,57975,0.85,15943,66572,62416,0.14,2684,-4937,-3638,18773,66419,60061,18773,2096,685,0.06,1119,66866,29693,0.06,1081,43938,13042,0.84,15715,17384,14146,20493,155876,72285
2906,11581,11581,65176,59125,0.86,10016,67578,64106,0.14,1663,-6189,-4596,11581,67205,61463,11581,2013,673,0.05,635,80032,27300,0.05,614,58045,11553,0.84,9719,17727,14726,12479,159580,76101
2911,3104,3104,74017,65873,0.85,2646,78622,73248,0.25,784,-8120,-6132,3104,76411,68652,3104,2311,860,0.06,188,60020,20105,0.06,183,34296,8224,0.85,2633,21826,16820,3152,154137,77663
2912,4543,4543,58829,49473,0.88,3980,61899,54032,0.18,803,-5973,-4567,4543,60644,51166,4543,1789,562,0.07,326,183224,17696,0.06,288,189145,9252,0.79,3575,16743,12578,4807,121970,32231
2913,23539,23539,66958,58791,0.85,20088,69617,64476,0.18,4254,-6038,-4283,23539,69139,60959,23539,2114,694,0.07,1543,98924,24833,0.06,1453,82090,11630,0.82,19349,19304,15171,24647,158906,64760
2914,18116,18116,69070,61875,0.9,16237,72582,67557,0.2,3684,-7240,-4960,18116,71198,64065,18116,2093,791,0.07,1205,51939,20977,0.06,1134,33814,9993,0.84,15180,19848,16213,18768,139639,61646
3000,24559,24559,59625,29198,0.83,20450,47721,32476,0.1,2510,-806,-583,24559,62252,30246,24559,2477,281,0.08,1918,117205,17858,0.06,1529,95167,9363,0.68,16601,24307,8177,34284,75277,2793
3002,3709,3709,185437,67044,0.74,2741,88454,63689,0.19,697,-433,-650,3709,193701,70616,3709,8003,1046,0.12,463,179722,31870,0.12,437,100794,15356,0.84,3104,83854,18762,4492,509595,59515
3003,4520,4520,61479,45844,0.87,3934,59982,49415,0.13,590,-793,-732,4520,63673,47530,4520,2163,440,0.1,431,64267,16360,0.08,363,40449,7267,0.77,3460,19660,11835,5620,82644,13022
3004,8178,8178,119389,56464,0.76,6193,76137,60776,0.17,1380,-353,-1277,8178,124099,59696,8178,4592,738,0.09,776,90841,23776,0.08,681,62715,12011,0.79,6441,51896,15830,9287,292322,35835
3006,13887,13887,68855,48515,0.84,11658,67535,53668,0.14,1972,-1352,-1695,13887,71648,50519,13887,2668,487,0.09,1264,108181,14524,0.08,1063,101383,6957,0.77,10703,23702,12586,16031,121453,16845
3008,10062,10062,66581,50912,0.84,8423,66453,57258,0.14,1365,-3115,-2725,10062,68917,53075,10062,2279,513,0.07,714,63215,17686,0.06,597,48047,8102,0.76,7627,22407,13971,10057,114030,15748
3010,54,54,108857,81068,0.87,47,108589,81497,0.13,7,-12556,-9348,54,111932,81960,54,3075,751,0.06,3,59005,20413,0.06,3,24460,12601,0.85,46,39050,22316,66,174350,69339
3011,14557,14557,56672,46754,0.87,12608,58234,50461,0.13,1848,-1707,-1692,14557,58749,48684,14557,2044,657,0.13,1843,52918,19300,0.12,1685,36668,8406,0.79,11469,15849,10957,17377,78936,27198
3012,16466,16466,57534,48628,0.86,14166,59876,52982,0.14,2359,-3306,-2522,16466,59792,50736,16466,2233,800,0.12,1999,65316,21655,0.11,1838,49125,9955,0.79,13087,15918,11403,19287,83011,35974
3013,9623,9623,76176,60856,0.86,8265,76383,65231,0.2,1883,-3810,-2851,9623,79096,63583,9623,2883,1080,0.11,1054,59818,23930,0.11,1018,34054,9296,0.83,8032,23628,16176,11329,130609,70177
3015,11189,11189,76194,61151,0.84,9451,77772,66035,0.19,2172,-3888,-2507,11189,79172,63945,11189,2916,1103,0.1,1132,64269,28350,0.1,1091,38733,11823,0.83,9333,23595,16211,12887,150856,78736
3016,10120,10120,87688,58414,0.76,7730,81162,61922,0.22,2257,-2006,-1330,10120,91265,61550,10120,3485,982,0.09,913,109767,24000,0.09,872,76286,10862,0.79,7989,31786,17383,11605,246969,99672
3018,8001,8001,66632,53002,0.8,6398,68409,59540,0.19,1488,-1459,-1192,8001,69405,55841,8001,2737,947,0.08,653,74777,22705,0.08,620,55586,10764,0.79,6341,20294,14100,9511,167406,72467
3019,4705,4705,44059,37368,0.84,3956,46402,41912,0.13,623,-3356,-2607,4705,45712,38963,4705,1620,518,0.12,588,69798,23750,0.12,554,55519,11406,0.72,3400,11093,7642,5605,47645,16070
3020,23863,23863,45106,39230,0.82,19630,48017,44309,0.12,2861,-1830,-1984,23863,46960,40998,23863,1815,572,0.12,2872,60983,26077,0.11,2687,46918,12413,0.73,17450,11401,8227,27925,65025,20692
3021,26851,26851,42224,37450,0.82,21941,44899,42600,0.1,2729,-1507,-1477,26851,43984,39126,26851,1744,589,0.12,3289,50511,26385,0.11,3075,35375,11695,0.72,19255,10172,7494,31889,60809,19037
3022,1972,1972,48939,43372,0.82,1619,53240,49403,0.14,279,-2646,-1667,1972,50995,45073,1972,2034,772,0.12,239,90760,27365,0.12,227,76438,14377,0.76,1501,12394,9917,2313,79400,32266
3023,34441,34441,53627,46285,0.84,28899,56531,51433,0.16,5513,-4558,-3483,34441,55968,48579,34441,2313,936,0.1,3586,70154,30000,0.1,3423,50742,14400,0.78,26864,14415,10508,38157,80019,38578
3024,14339,14339,53173,47508,0.87,12527,56455,52267,0.09,1354,-4413,-3429,14339,55547,49575,14339,2365,1009,0.1,1365,40845,21300,0.09,1311,26727,11329,0.8,11410,13800,10573,15852,70530,33565
3025,6341,6341,59444,49294,0.8,5084,62456,55426,0.17,1106,-413,-1115,6341,61879,51487,6341,2413,808,0.11,714,74384,30066,0.11,682,55110,13300,0.8,5044,16758,11946,7317,98392,48514
3026,543,543,63394,49328,0.8,433,62922,55680,0.16,86,-3023,-3137,543,65449,51221,543,2050,649,0.1,56,42019,26963,0.1,52,30421,12422,0.76,410,20368,12921,560,95408,39277
3027,5056,5056,58405,50001,0.83,4205,63483,56360,0.21,1042,-6366,-5122,5056,60754,51952,5056,2281,817,0.12,625,86541,28801,0.11,581,67212,12844,0.78,3960,16890,12688,5118,60785,29949
3028,16906,16906,52982,46789,0.85,14384,55967,51318,0.13,2259,-2474,-2002,16906,55190,48706,16906,2172,859,0.09,1600,43246,23298,0.09,1491,27418,11160,0.78,13266,13887,10450,19879,97688,41652
3029,59381,59381,50248,44234,0.84,49796,54389,50016,0.12,7151,-4678,-3769,59381,52438,46250,59381,2164,849,0.13,7828,51481,23130,0.12,7330,37446,11392,0.77,45600,13107,9853,63497,71598,29383
3030,63270,63270,57932,48598,0.83,52741,61442,54133,0.16,10093,-4415,-3610,63270,60426,50955,63270,2455,920,0.1,6044,60275,24718,0.09,5704,42893,12240,0.79,49755,16381,11709,68875,97662,39543
3031,11724,11724,68530,54725,0.86,10129,68899,58874,0.15,1763,-2968,-1529,11724,71152,56942,11724,2571,807,0.11,1332,55264,21772,0.11,1238,34314,9616,0.81,9504,20866,14351,13912,113646,40167
3032,19428,19428,66869,51120,0.84,16257,66456,55028,0.18,3519,-2406,-1820,19428,69762,53397,19428,2842,838,0.1,1896,79421,21362,0.09,1758,56852,10031,0.79,15354,20946,13068,22086,138657,44308
3033,8382,8382,61626,49199,0.78,6576,63142,55230,0.21,1728,-640,-874,8382,64430,51441,8382,2771,899,0.08,690,134036,28970,0.08,666,112859,11570,0.78,6501,18513,12515,9542,149749,73375
